annotator_ID|topic|original_text|counterfactual|timeInS|a_frames|a_fluency|a_meaning|experiment_type|original_frames|target_frames
99|ne|She said her party rules out conceeding this issue to the SNP , in the event of any coalition or policy negotiations , and that Labour stands by its pledge made in the last government that new nuclear is needed to help the UK to reduce its carbon emissions and meet future electricity demand .|She said her party rules out conceeding this issue to the SNP, in the event of any coalition or policy negotiations, and that Labour stands by its pledge made in the last government that new nuclear is needed to help the UK to reduce its carbon emissions and renewable emissions.|26|--ENERGY----PUBLIC------|4|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL-ENERGY-RELIABILITY|RENEWABLES-ENERGY-ENVIRONMENTAL
11|ne|She said her party rules out conceeding this issue to the SNP , in the event of any coalition or policy negotiations , and that Labour stands by its pledge made in the last government that new nuclear is needed to help the UK to reduce its carbon emissions and meet future electricity demand .|She said her party rules out conceeding this issue to the SNP, in the event of any coalition or policy negotiations, and that Labour stands by its pledge made in the last government that new nuclear is needed to help the UK to reduce its dependence on imported foreign energy and meet future electricity demand.|13|---ENVIRONMENTAL---------|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-ENERGY-RELIABILITY|ENERGY-PUBLIC-RELIABILITY
31|ne|She said her party rules out conceeding this issue to the SNP , in the event of any coalition or policy negotiations , and that Labour stands by its pledge made in the last government that new nuclear is needed to help the UK to reduce its carbon emissions and meet future electricity demand .|She said her party rules out conceeding this issue to the SNP, in the event of any coalition or policy negotiations, and that Labour stands by its pledge made in the last government that new nuclear is needed to help the UK to reduce its dependence on imported foreign energy and meet future electricity demand.|31|--ENERGY-ENVIRONMENTAL-FOSSIL-----TECHNOLOGICAL---|4|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-ENERGY-RELIABILITY|ENERGY-PUBLIC-RELIABILITY
99|ne|She said her party rules out conceeding this issue to the SNP , in the event of any coalition or policy negotiations , and that Labour stands by its pledge made in the last government that new nuclear is needed to help the UK to reduce its carbon emissions and meet future electricity demand .|She said her party rules out conceeding this issue to the SNP, in the event of any coalition or policy negotiations, and that Labour stands by its pledge made in the last government that new nuclear is needed to help the UK to reduce its dependence on imported foreign energy and meet future electricity demand.|56|--ENERGY----------|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-ENERGY-RELIABILITY|ENERGY-PUBLIC-RELIABILITY
11|ne|Should the welfare of our planet be looked at in profit and loss terms .|Should the nuclear industry be looked at in profit and loss terms.|87|-COSTS-----------|5|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|TECHNOLOGICAL
31|ne|Should the welfare of our planet be looked at in profit and loss terms .|Should the nuclear industry be looked at in profit and loss terms.|32|-------RELIABILITY---WASTE--|5|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|TECHNOLOGICAL
99|ne|Should the welfare of our planet be looked at in profit and loss terms .|Should the nuclear industry be looked at in profit and loss terms.|38|--ENERGY----------|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|TECHNOLOGICAL
11|ne|Since the development of the atomic bomb , the human race has found other uses for this technology that still divides people - it provides power for our homes and has medicinal uses .|Since the development of the atomic bomb, the human race has found other uses for this technology that still divides people - it provides power for our homes and has medicinal uses.|29|---------TECHNOLOGICAL---|5|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|WEAPONS-O|PUBLIC
31|ne|Since the development of the atomic bomb , the human race has found other uses for this technology that still divides people - it provides power for our homes and has medicinal uses .|Since the development of the atomic bomb, the human race has found other uses for this technology that still divides people - it provides power for our homes and has medicinal uses.|26|-----HEALTH-------|5|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|WEAPONS-O|PUBLIC
99|ne|Since the development of the atomic bomb , the human race has found other uses for this technology that still divides people - it provides power for our homes and has medicinal uses .|Since the development of the atomic bomb, the human race has found other uses for this technology that still divides people - it provides power for our homes and has medicinal uses.|58|---------TECHNOLOGICAL---|4|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|WEAPONS-O|PUBLIC
11|ne|Small modular reactor ( SMR ) that have about a third of the output of typical nuclear reactors could be the key to making nuclear power the energy source of the future .|Small modular reactor (SMR) that have about a third of the output of typical nuclear reactors could be the key to making nuclear power the nuclear power of the future.|71|---------TECHNOLOGICAL---|4|10|ne/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-RELIABILITY-TECHNOLOGICAL|COSTS-TECHNOLOGICAL
31|ne|Small modular reactor ( SMR ) that have about a third of the output of typical nuclear reactors could be the key to making nuclear power the energy source of the future .|Small modular reactor (SMR) that have about a third of the output of typical nuclear reactors could be the key to making nuclear power the nuclear power of the future.|66|---------TECHNOLOGICAL---|4|1|ne/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-RELIABILITY-TECHNOLOGICAL|COSTS-TECHNOLOGICAL
99|ne|Small modular reactor ( SMR ) that have about a third of the output of typical nuclear reactors could be the key to making nuclear power the energy source of the future .|Small modular reactor (SMR) that have about a third of the output of typical nuclear reactors could be the key to making nuclear power the nuclear power of the future.|45|-------RELIABILITY--TECHNOLOGICAL---|4|1|ne/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-RELIABILITY-TECHNOLOGICAL|COSTS-TECHNOLOGICAL
11|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in helping solve the world’s problems of population and energy consumption, the Lantern thinks it deserves to stay on the table.|68|----FOSSIL--------|5|1|ne/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|TECHNOLOGICAL
31|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in helping solve the world’s problems of population and energy consumption, the Lantern thinks it deserves to stay on the table.|48|--ENERGY----------|5|10|ne/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|TECHNOLOGICAL
99|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in helping solve the world’s problems of population and energy consumption, the Lantern thinks it deserves to stay on the table.|69|--ENERGY-----RELIABILITY-----|4|1|ne/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|TECHNOLOGICAL
11|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in its economic development, the Lantern thinks it deserves to stay on the table.|17|----FOSSIL--------|4|1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|ENERGY
31|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in its economic development, the Lantern thinks it deserves to stay on the table.|60|--ENERGY----------|4|1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|ENERGY
99|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in its economic development, the Lantern thinks it deserves to stay on the table.|54|---ENVIRONMENTAL---------|5|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|ENERGY
11|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in reducing nuclear waste waste, the Lantern thinks it deserves to stay on the table.|15|---ENVIRONMENTAL---------|3|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL|WASTE
31|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in reducing nuclear waste waste, the Lantern thinks it deserves to stay on the table.|20|--ENERGY----------|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL|WASTE
99|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in reducing nuclear waste waste, the Lantern thinks it deserves to stay on the table.|16|---ENVIRONMENTAL-------WASTE--|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL|WASTE
11|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in reducing the waste throwback waste, the Lantern thinks it deserves to stay on the table.|24|----------WASTE--|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|WASTE
31|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in reducing the waste throwback waste, the Lantern thinks it deserves to stay on the table.|21|--ENERGY--------WASTE--|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|WASTE
99|ne|So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .|So if nuclear power can play a role in reducing the waste throwback waste, the Lantern thinks it deserves to stay on the table.|16|---ENVIRONMENTAL-------WASTE--|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|WASTE
11|ne|So of course the first jets had construction mistakes and crashed , but we learned and build better jets .|So of course the first jets had construction mistakes and crashed, but we are very sorry.|488|ACCIDENTS/SECURITY------------|5|10|ne/exchange_random_labels_1_by_t5-small_TOP50//ne/exchange_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY-TECHNOLOGICAL|HEALTH-ACCIDENTS/SECURITY//HEALTH-ACCIDENTS/SECURITY
31|ne|So of course the first jets had construction mistakes and crashed , but we learned and build better jets .|So of course the first jets had construction mistakes and crashed, but we are very sorry.|43|----------WASTE--|4|1|ne/exchange_random_labels_1_by_t5-small_TOP50//ne/exchange_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY-TECHNOLOGICAL|HEALTH-ACCIDENTS/SECURITY//HEALTH-ACCIDENTS/SECURITY
99|ne|So of course the first jets had construction mistakes and crashed , but we learned and build better jets .|So of course the first jets had construction mistakes and crashed, but we are very sorry.|25|ACCIDENTS/SECURITY------------|4|0|ne/exchange_random_labels_1_by_t5-small_TOP50//ne/exchange_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY-TECHNOLOGICAL|HEALTH-ACCIDENTS/SECURITY//HEALTH-ACCIDENTS/SECURITY
11|ne|Some argue against its economic viability as well .|Some argue against its benefits as well.|38|-------RELIABILITY-----|5|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-COSTS|TECHNOLOGICAL
31|ne|Some argue against its economic viability as well .|Some argue against its benefits as well.|43|---ENVIRONMENTAL---------|4|1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-COSTS|TECHNOLOGICAL
99|ne|Some argue against its economic viability as well .|Some argue against its benefits as well.|13|-------RELIABILITY-----|5|-1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-COSTS|TECHNOLOGICAL
11|ne|Some argue against its economic viability as well .|Some argue against its cost as well.|11|-------RELIABILITY-----|5|10|ne/exchange_random_labels_1_by_t5-small_TOP50|O-COSTS|WASTE
31|ne|Some argue against its economic viability as well .|Some argue against its cost as well.|15|-COSTS-----------|5|0|ne/exchange_random_labels_1_by_t5-small_TOP50|O-COSTS|WASTE
99|ne|Some argue against its economic viability as well .|Some argue against its cost as well.|19|-COSTS-----------|5|0|ne/exchange_random_labels_1_by_t5-small_TOP50|O-COSTS|WASTE
11|ne|Some argue against its economic viability as well .|Some argue against its impacts on nuclear, as well.|16|-------RELIABILITY-----|4|1|ne/exchange_random_labels_1_by_t5-small_TOP10|O-COSTS|WASTE
31|ne|Some argue against its economic viability as well .|Some argue against its impacts on nuclear, as well.|13|------PUBLIC------|5|0|ne/exchange_random_labels_1_by_t5-small_TOP10|O-COSTS|WASTE
99|ne|Some argue against its economic viability as well .|Some argue against its impacts on nuclear, as well.|9|---ENVIRONMENTAL---------|5|0|ne/exchange_random_labels_1_by_t5-small_TOP10|O-COSTS|WASTE
11|ne|Studies have shown that what life-cycle emissions that the plants do give off are on par with renewable energy sources such as wind power .|Studies have shown that what life-cycle emissions that the plants do give off are on par with other energy sources such as coal and gas.|23|---ENVIRONMENTAL---------|4|1|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-RENEWABLES-ENVIRONMENTAL|ENVIRONMENTAL
31|ne|Studies have shown that what life-cycle emissions that the plants do give off are on par with renewable energy sources such as wind power .|Studies have shown that what life-cycle emissions that the plants do give off are on par with other energy sources such as coal and gas.|19|----FOSSIL--------|5|1|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-RENEWABLES-ENVIRONMENTAL|ENVIRONMENTAL
99|ne|Studies have shown that what life-cycle emissions that the plants do give off are on par with renewable energy sources such as wind power .|Studies have shown that what life-cycle emissions that the plants do give off are on par with other energy sources such as coal and gas.|32|---ENVIRONMENTAL-FOSSIL--------|4|0|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-RENEWABLES-ENVIRONMENTAL|ENVIRONMENTAL
11|ne|Studies have shown that what life-cycle emissions that the plants do give off are on par with renewable energy sources such as wind power .|Studies have shown that what life-cycle energy that the plants do give off are on par with other energy sources such as gasoline.|8|---ENVIRONMENTAL---------|4|1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-RENEWABLES-ENVIRONMENTAL|ENERGY-RELIABILITY
31|ne|Studies have shown that what life-cycle emissions that the plants do give off are on par with renewable energy sources such as wind power .|Studies have shown that what life-cycle energy that the plants do give off are on par with other energy sources such as gasoline.|18|--ENERGY--FOSSIL--------|5|10|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-RENEWABLES-ENVIRONMENTAL|ENERGY-RELIABILITY
99|ne|Studies have shown that what life-cycle emissions that the plants do give off are on par with renewable energy sources such as wind power .|Studies have shown that what life-cycle energy that the plants do give off are on par with other energy sources such as gasoline.|30|---ENVIRONMENTAL---------|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-RENEWABLES-ENVIRONMENTAL|ENERGY-RELIABILITY
11|ne|Swiss Green Party advocates for a quicker atomic power exit have cited worries about an aging atomic capability , with Beznau I the oldest operating nuclear power station in the world , having been started in 1969 .|experts have cited worries about an aging atomic capability, with Beznau I the oldest operating nuclear power station in the world, having been started in 1969.|51|-----------WEAPONS-|4|10|ne/remove_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY-ENERGY|ACCIDENTS/SECURITY
31|ne|Swiss Green Party advocates for a quicker atomic power exit have cited worries about an aging atomic capability , with Beznau I the oldest operating nuclear power station in the world , having been started in 1969 .|experts have cited worries about an aging atomic capability, with Beznau I the oldest operating nuclear power station in the world, having been started in 1969.|24|---------TECHNOLOGICAL---|5|10|ne/remove_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY-ENERGY|ACCIDENTS/SECURITY
99|ne|Swiss Green Party advocates for a quicker atomic power exit have cited worries about an aging atomic capability , with Beznau I the oldest operating nuclear power station in the world , having been started in 1969 .|experts have cited worries about an aging atomic capability, with Beznau I the oldest operating nuclear power station in the world, having been started in 1969.|30|-------RELIABILITY-----|4|0|ne/remove_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY-ENERGY|ACCIDENTS/SECURITY
11|ne|Technologies for breaking-down radioactive waste are being developed .|new methods and technologies for disposal of radioactive waste are being developed.|18|---ENVIRONMENTAL-------WASTE--|4|10|ne/remove_random_labels_1_by_t5-large_TOP10|O-WASTE-TECHNOLOGICAL|WASTE
31|ne|Technologies for breaking-down radioactive waste are being developed .|new methods and technologies for disposal of radioactive waste are being developed.|13|--ENERGY----------|5|10|ne/remove_random_labels_1_by_t5-large_TOP10|O-WASTE-TECHNOLOGICAL|WASTE
99|ne|Technologies for breaking-down radioactive waste are being developed .|new methods and technologies for disposal of radioactive waste are being developed.|15|---------TECHNOLOGICAL-WASTE--|4|1|ne/remove_random_labels_1_by_t5-large_TOP10|O-WASTE-TECHNOLOGICAL|WASTE
11|ne|Technologies for breaking-down radioactive waste are being developed .|plans for a regional safety capability are being developed.|25|---ENVIRONMENTAL-------WASTE--|4|10|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-WASTE-TECHNOLOGICAL|ENERGY-ACCIDENTS/SECURITY
31|ne|Technologies for breaking-down radioactive waste are being developed .|plans for a regional safety capability are being developed.|20|----FOSSIL--------|5|10|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-WASTE-TECHNOLOGICAL|ENERGY-ACCIDENTS/SECURITY
99|ne|Technologies for breaking-down radioactive waste are being developed .|plans for a regional safety capability are being developed.|16|---------TECHNOLOGICAL---|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-WASTE-TECHNOLOGICAL|ENERGY-ACCIDENTS/SECURITY
11|ne|Technologies for breaking-down radioactive waste are being developed .|plans for nuclear oil deposits are being developed.|13|---ENVIRONMENTAL---------|4|1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-WASTE-TECHNOLOGICAL|FOSSIL-RELIABILITY
31|ne|Technologies for breaking-down radioactive waste are being developed .|plans for nuclear oil deposits are being developed.|12|----FOSSIL--------|5|1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-WASTE-TECHNOLOGICAL|FOSSIL-RELIABILITY
99|ne|Technologies for breaking-down radioactive waste are being developed .|plans for nuclear oil deposits are being developed.|16|----------WASTE--|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-WASTE-TECHNOLOGICAL|FOSSIL-RELIABILITY
11|ne|Technologies for breaking-down radioactive waste are being developed .|Technologies for breaking-down nuclear energy are being developed.|18|------------|4|1|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-WASTE-TECHNOLOGICAL|TECHNOLOGICAL//TECHNOLOGICAL
31|ne|Technologies for breaking-down radioactive waste are being developed .|Technologies for breaking-down nuclear energy are being developed.|14|--ENERGY----------|5|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-WASTE-TECHNOLOGICAL|TECHNOLOGICAL//TECHNOLOGICAL
99|ne|Technologies for breaking-down radioactive waste are being developed .|Technologies for breaking-down nuclear energy are being developed.|29|---------TECHNOLOGICAL---|5|0|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-WASTE-TECHNOLOGICAL|TECHNOLOGICAL//TECHNOLOGICAL
11|ne|Technologies for breaking-down radioactive waste are being developed .|the methods for analyzing radioactive waste are being developed.|13|---ENVIRONMENTAL-------WASTE--|4|10|ne/remove_random_labels_1_by_t5-small_TOP10|O-WASTE-TECHNOLOGICAL|WASTE
31|ne|Technologies for breaking-down radioactive waste are being developed .|the methods for analyzing radioactive waste are being developed.|48|---ENVIRONMENTAL------TECHNOLOGICAL---|5|10|ne/remove_random_labels_1_by_t5-small_TOP10|O-WASTE-TECHNOLOGICAL|WASTE
99|ne|Technologies for breaking-down radioactive waste are being developed .|the methods for analyzing radioactive waste are being developed.|27|---------TECHNOLOGICAL-WASTE--|4|0|ne/remove_random_labels_1_by_t5-small_TOP10|O-WASTE-TECHNOLOGICAL|WASTE
11|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|one thing is certain: The amount of nuclear materials usable in even a " waste dump " would susbtantially increase if nuclear power is expanded.|62|----------WASTE--|4|1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|TECHNOLOGICAL-WASTE
31|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|one thing is certain: The amount of nuclear materials usable in even a " waste dump " would susbtantially increase if nuclear power is expanded.|32|----------WASTE--|4|10|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|TECHNOLOGICAL-WASTE
99|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|one thing is certain: The amount of nuclear materials usable in even a " waste dump " would susbtantially increase if nuclear power is expanded.|21|---------TECHNOLOGICAL-WASTE--|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|TECHNOLOGICAL-WASTE
11|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|the question is: The number of nuclear materials usable in even a " cell cancer cell " would susbtantially increase if nuclear power is expanded.|18|-----HEALTH-------|3|1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|HEALTH-WASTE
31|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|the question is: The number of nuclear materials usable in even a " cell cancer cell " would susbtantially increase if nuclear power is expanded.|18|-----HEALTH-------|5|10|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|HEALTH-WASTE
99|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|the question is: The number of nuclear materials usable in even a " cell cancer cell " would susbtantially increase if nuclear power is expanded.|34|---ENVIRONMENTAL--HEALTH-------|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|HEALTH-WASTE
11|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|we need to remember one important point: The amount of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded.|40|ACCIDENTS/SECURITY------------|4|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|WEAPONS
31|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|we need to remember one important point: The amount of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded.|18|---ENVIRONMENTAL--------WEAPONS-|4|1|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|WEAPONS
99|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|we need to remember one important point: The amount of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded.|119|---ENVIRONMENTAL---------|4|0|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|WEAPONS
11|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|you are right: The number of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded.|16|ACCIDENTS/SECURITY-----------WEAPONS-|4|1|ne/remove_random_labels_1_by_t5-large_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|WEAPONS
31|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|you are right: The number of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded.|26|-----------WEAPONS-|3|0|ne/remove_random_labels_1_by_t5-large_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|WEAPONS
99|ne|Terrorism : The opportunity for theft by terrorists of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded .|you are right: The number of nuclear materials usable in even a " dirty bomb " would susbtantially increase if nuclear power is expanded.|22|ACCIDENTS/SECURITY------------|4|0|ne/remove_random_labels_1_by_t5-large_TOP10|WEAPONS-O-ACCIDENTS/SECURITY|WEAPONS
11|ne|Terrorists target people with nuclear power and killl them .|there are many people with nuclear power and coal.|19|-----------WEAPONS-|4|1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY|FOSSIL
31|ne|Terrorists target people with nuclear power and killl them .|there are many people with nuclear power and coal.|14|----FOSSIL--------|5|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY|FOSSIL
99|ne|Terrorists target people with nuclear power and killl them .|there are many people with nuclear power and coal.|16|------------|4|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY|FOSSIL
11|ne|Terrorists target people with nuclear power and killl them .|we have consulted several people with nuclear power and nuclear energy.|12|-----------WEAPONS-|4|1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY|TECHNOLOGICAL
31|ne|Terrorists target people with nuclear power and killl them .|we have consulted several people with nuclear power and nuclear energy.|19|--ENERGY---HEALTH-------|5|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY|TECHNOLOGICAL
99|ne|Terrorists target people with nuclear power and killl them .|we have consulted several people with nuclear power and nuclear energy.|83|--ENERGY----------|4|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY|TECHNOLOGICAL
11|ne|That ' s because the nuclear fission process produces virtually no greenhouse gas emissionsâ € ” unlike the burning of fossil fuels such as coal and natural gas .|That' s because the nuclear fission process produces virtually no greenhouse gas emissions € ” unlike the burning of fossil fuels such as coal and natural gas.|30|---ENVIRONMENTAL---------|4|10|ne/remove_random_labels_1_by_t5-large_TOP10//ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-FOSSIL|FOSSIL//RELIABILITY-FOSSIL
31|ne|That ' s because the nuclear fission process produces virtually no greenhouse gas emissionsâ € ” unlike the burning of fossil fuels such as coal and natural gas .|That' s because the nuclear fission process produces virtually no greenhouse gas emissions € ” unlike the burning of fossil fuels such as coal and natural gas.|16|----FOSSIL--------|4|1|ne/remove_random_labels_1_by_t5-large_TOP10//ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-FOSSIL|FOSSIL//RELIABILITY-FOSSIL
99|ne|That ' s because the nuclear fission process produces virtually no greenhouse gas emissionsâ € ” unlike the burning of fossil fuels such as coal and natural gas .|That' s because the nuclear fission process produces virtually no greenhouse gas emissions € ” unlike the burning of fossil fuels such as coal and natural gas.|54|---ENVIRONMENTAL-FOSSIL--------|4|10|ne/remove_random_labels_1_by_t5-large_TOP10//ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-FOSSIL|FOSSIL//RELIABILITY-FOSSIL
